ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
Bitiya by Bhama Girls Pink Striped A-Line Dress,Bitiya by Bhama,Girls,599,5,"Pink striped woven A-line dress, has a round neck, sleeveless, hook and eye closure, flared hem, ruffle and embroidered detailing", Pink
Next Look Men Fuchsia Solid Polo Collar T-shirt,Next Look,Men,503,5,"Fuchsia solid T-shirt, has a polo collar, and short sleeves",
Aapno Rajasthan Set of 3 Beige Ceramic Planters,Aapno Rajasthan,Unisex,560,4,Set Contents: 3 planter potsColour: BeigePattern: TexturedShape: Owl ShapedType: Table planter, Beige
Park Avenue Men White Slim Fit Printed Formal Shirt,Park Avenue,Men,899,5,"White printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
MSC Women Black Solid Open Toe Flats,MSC,Women,649,5,"A pair of black open-toed flats, has high-top styling, buckle detailSynthetic upperCushioned footbedTextured and patterned outsole", Black
Crocs Crocband  Men Olive Green Solid Clogs,Crocs,Men,2995,5,"A pair of olive green solid flip flopsCroslite upper materialCushioned footbedOdor-resistant, easy to clean, and quick to dryVentilation ports for enhanced breathabilityLightweight, non-marking solesWater-friendly and buoyantPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Green
Park Avenue Men Beige Colourblocked Polo Collar T-shirt,Park Avenue,Men,699,5,"Beige colourblocked T-shirt, has a polo collar, short sleeves", Beige
Fortune Men Black Leather Formal Slip-Ons,Fortune,Men,3299,5,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesLeather upperCushioned footbedTextured TPR outsole, has a stacked heel", Black
Shiseido 04 Aura Pink InnerGlow CheekPowder 4 g,SHISEIDO,Women,2340,3,"Shade Number: 04Shade Name:  Aura Pink What it is:This blush and highlighter hybrid is the future of cheek color thanks to a unique cream-powder matrix system that helps this airy powder stay put for eight hours.What it does:In addition to the formula's high color payoff and superior glide, refined mica provides a lit-from-within glow. Similar to a silk kimono, this featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking. Available in ten light-reflecting shades.This product is dermatologist-tested. It is free of oil and fragrance.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.", Pink
Park Avenue Men Brown Regular Fit Solid Formal Trousers,Park Avenue,Men,839,5,"Brown solid mid-rise trousers, button closure, and 4 pocketsThe stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt", Brown
Geox Men Brown Solid Leather Formal Derbys,Geox,Men,4499,5,"A pair of round-toe brown formal derbys, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Brown
Bene Kleed Men Red & Off-White Slim Fit Checked Casual Shirt,Bene Kleed,Men,608,5,"Red and off-white checked casual shirt, has a button-down collar, long sleeves, button placket,  curved hem, one patch pocket", Red
SEJ by Nisha Gupta Green Printed Table Runner,SEJ by Nisha Gupta,Unisex,699,3,Set content: One runnerType: Table runnerColour: GreenFabric: PolycottonShape: RectangularPattern: PrintedDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Green
Sera Women Yellow & Grey Printed Kurta with Palazzos,Sera,Women,1437,5,"Yellow and grey printed kurta with palazzos Yellow and grey straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsYellow and grey  Solid palazzos, has partially elasticated waistband, button closure", Yellow
Park Avenue Men Brown Slim Fit Solid Formal Shirt,Park Avenue,Men,3199,5,"Brown solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Brown
Moedbuille Women Multicoloured Silver-Plated Handcrafted Jewellery Set,Moedbuille,Women,989,5,"This jewellery set consists of a necklace and a pair of earringsMulticoloured silver-plated handcrafted mult-stranded necklace, has textured and stone-studded detail, a centre piece with multiple danglers, secured with an adjustable lobster claspA pair of matching stud earrings, secured with post and back closure", Red
SHISEIDO 523 Majo ModernMatte Powder Lipstick 4g,SHISEIDO,Women,2295,4,"Shade Number: 523Shade Name: MajoWhat it is:This non-drying formula delivers matte, full-coverage color that feels utterly weightless and provides a powder-soft finish on lips.What it does:A unique blend of waxes and oils melts and transforms into an ultra-thin, featherweight powder, while spherical pigments float across lips to blur imperfections. Available in 24 shades inspired by Tokyo's vibrant nightlife, this statement-making lipstick provides eight hours of rich, velvety color. Dermatologist-tested.Features:Velvet Powders: Lend lips a matte, airbrushed finish that stays put for eight hours.Optical Brightening Pigments: Provide intense, vibrant color.Lightweight Waxes and Oils: Create a hydrating-yet-weightless veil of color that melts seamlessly onto lips.", Matte
ExclusiveLane Brown Wall Mounted Wooden Hand Carving Key Holder,ExclusiveLane,Unisex,904,6,Set Content: One keyholderColour: BrownPattern: OwlType: Wall-mounted keyholderFEATURES:- Perfect to organize all your keys at one place. - Can hold up to 6 keys.- Acts as a wall decor & enhances the beauty of your wall.- The key holder is hand carved in wood depicting owl motif.- Hand Carved in Sheesham Wood.- The product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process.- Comes in dark brown color., Brown
Blue Saint Men Black & Blue Striped Round Neck T-shirt,Blue Saint,Men,279,5,"Black and blue striped T-shirt, has a round neck, short sleeves, one pocket",Blue
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Briefs XYBRF2PCKN277,XYXX,Men,628,4,"Pack of 2 briefs in Black & Blue with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
Shiseido 01 Inner Light InnerGlow CheekPowder 4 g,SHISEIDO,Women,2340,4,"Shade Number:01Shade Name: Inner Light What it is:This blush and highlighter hybrid is the future of cheek color thanks to a unique cream-powder matrix system that helps this airy powder stay put for eight hours.What it does:In addition to the formula's high color payoff and superior glide, refined mica provides a lit-from-within glow. Similar to a silk kimono, this featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking. Available in ten light-reflecting shades.This product is dermatologist-tested. It is free of oil and fragrance.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.",
Park Avenue Men Blue Slim Fit Self Design Formal Shirt,Park Avenue,Men,854,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
Park Avenue Women Red & Off-White Regular Fit Checked Casual Shirt,Park Avenue,Women,599,5,"Red and off-white checked casual shirt, has a spread collar, long sleeves, button placket, and high-low hem", Red
XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN139,XYXX,Men,967,5,"Pack of 3 Black, White & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN155,XYXX,Men,670,4,"Pack of 2 Yellow & Light Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
Park Avenue Men Blue Slim Fit Printed Formal Shirt,Park Avenue,Men,989,5,"Blue printed formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
MASPAR White Printed Double Bed Duvet Cover,MASPAR,Unisex,18999,4,Set content: 1 duvet cover Size: Double bed(Queen) Colour: White Pattern: Geometric GSM: 250 GSM, White
XYXX Men Checkered Pack of 5 Checkmate Pure Cotton Boxer XYBOX5PCKN05,XYXX,Men,1556,7,"Pack of 5 Navy+Grey+Red & Black  regular-fit checked boxers with a microfibre waistband.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Single back patch pocket to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..", Red
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Trunks XYTRNK2PCKN237,XYXX,Men,664,5,"Pack of 2 trunks in Blue & Navy with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
Geox Women Black Sequinned Slip-On Sneakers,Geox,Women,5099,5,"A pair of round-toe black slip-on sneakers, has zip closureSynthetic upper with sequin detailCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
shaze Women Silver-Plated CZ-Studded Finger Ring,shaze,Women,2420,5, Silver-plated CZ-studded butterfly-shaped finger ring , Silver
Carlton London Women Peach-Coloured Regular Fit Solid Casual Shirt,Carlton London,Women,670,5,"Peach-Coloured solid casual shirt, has a mandarin collar, three-quarter sleeves, concealed button placket, and straight hem", Red
Park Avenue Men Grey Regular Fit Solid Formal Trousers,Park Avenue,Men,799,5,"Grey solid mid-rise formal trousers, has a button closure, four pockets       The product does not come with the belt", Grey
Next Look Men Black & White Regular Fit Checked Formal Shirt,Next Look,Men,599,5,"Black and White checked formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Black
HERE&NOW Men Navy Blue Colourblocked Padded Jacket,HERE&NOW,Men,1767,7,"Navy blue, red and white colourblocked jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining",Blue
W Off-White & Lime Green Printed Kurta,W,Women,1699,5,"Off-white and lime green printed kurta, has a round neck, three-quarter sleeves, and side slits", Green
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Trunks XYTRNK2PCKN230,XYXX,Men,664,5,"Pack of 2 trunks in Navy with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
